CID,MolecularWeight,CanonicalSMILES,InChIKey,XLogP,Name,Targets
3973,307.3,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,CZQHHVNHHHRRDU-UHFFFAOYSA-N,3.1,LY294002,"ABCB1, ABCC2, ABCC5, ABCG2, ABL1, ACTA2, ACVR2B, AGT, AKR1B10, AKR1C3, AKT1, AKT2, ANGPT1, ANGPT2, APP, AQP3, AQP9, AR, ARG2, ATF4, ATG5, ATM, AURKB, AXIN2, BAD, BAX, BBC3, BCL2, BCL2L1, BCL2L11, BCR, BDKRB1, BDNF, BECN1, BID, BIRC2, BIRC3, BIRC5, CA9, CALCA, CAMP, CASP1, CASP3, CASP6, CASP7, CASP8, CASP9, CAT, CBX1, CCL11, CCL2, CCN1, CCN2, CCNA2, CCNB1, CCND1, CCND2, CCND3, CCNE1, CCR2, CD274, CD36, CD38, CD44, CDC25C, CDH1, CDH2, CDK1, CDK16, CDK2, CDK4, CDK8, CDKN1A, CDKN1B, CDKN2A, CDKN2D, CEBPA, CEBPB, CFLAR, CFTR, CHRNA7, CHRNB2, CHUK, CLDN5, COL1A2, COX4I1, CREB1, CTNNB1, CTSB, CXCL8, CYCS, CYP19A1, CYP1A2, CYP1B1, CYP2D6, DAG1, DDIT3, DDIT4, DEFA1, DGKD, DNMT3B, DPP3, DYNC1H1, DEFA2, EEF1A2, EGF, EGFR, EIF4E, EIF4EBP1, EIF4G1, EIF4G2, EPAS1, EPO, ERBB2, ERBB3, ESR1, ESRRG, F11R, F2, F3, FABP1, FAM168A, FAS, FASLG, FASN, FGF2, FGF7, FGFR4, FN1, FOSL1, FOXA1, FOXO1, FOXO3, FOXO4, FSHB, FTH1, GBP1, GCLC, GCLM, GJA1, GLB1, GLI1, GLI2, GP1BA, GSK3A, GSK3B, GSR, GSS, GSTA1, GSTP1, GYPA, H2AX, HBEGF, HDC, HIF1A, HK2, HMOX1, HRAS, HSF1, HSPA1A, HSPA5, HSPB1, HSPB8, HSP27, IAPP, ICAM1, IFNG, IGF1, IGF2, IGFBP3, IKBKB, IL18, IL1A, IL1B, IL2, IL6, INS, IP6K1, IRS2, ITGA5, ITGAM, ITGAV, ITGB2, ITGB3, JUN, KIT, KITLG, KLK3, LDHA, LEP, LGALS3, LHB, LIPA, LPL, M6PR, MALT1, MAP1LC3B, MAP2K1, MAP2K3, MAPK1, MAPK10, MAPK14, MAPK3, MAPK8, MAPK9, MCL1, MDM2, MED28, MIR146A, MIR21, MKI67, MMP1, MMP10, MMP12, MMP13, MMP2, MMP3, MMP9, MSMO1, MT1A, MT2A, MT3, MTOR, MTR, MUC5AC, MYC, MYCN, NAPA, NDUFB8, NFE2L2, NFKB1, NFKBIA, NFKBIB, NGF, NLRC5, NOS2, NOS3, NOTCH1, NOX4, NQO1, NR0B2, NR4A3, NRF1, NRG1, NSDHL, NTS, NUP153, NUP88, OCLN, OSGIN1, PARP1, PAWR, PCNA, PDCD4, PDCD6IP, PDGFB, PDK1, PDX1, PHB1, PIK3C2A, PIK3C2B, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PI3K, PIK3CG, PIK3R1, PIM1, PIN1, PLA2G2A, PLAU, PLK1, PLK2, PMAIP1, PPARA, PPARGC1A, PPIF, PPP2R2B, PRKCD, PRKCZ, PTEN, PTGS2, PTK2, PTPN1, RAB32, RAD23B, RAF1, RAP1A, RB1, RBPJ, REL, RELA, RNF213, RPS6, RPS6KB1, SCARB2, SCD, SEC23A, SESN2, SGK1, SIRPA, SIRT1, SLC27A5, SLC2A1, SLC5A5, SLC8A3, SMAD2, SNAI1, SNAI2, SOCS3, SOD2, SP1, SQSTM1, SRC, SREBF1, SRR, STAT3, STMN1, STS, STX7, TERT, TF, TFAM, TFRC, TGFB1, TGIF1, TGM2, THBD, THPO, TIMP1, TIMP2, TJP1, TNF, TNFAIP3, TNFRSF10A, TNFRSF10B, TNFSF10, TP53, TWIST1, TXN, TYR, UGT1A1, UQCRC1, VCAM1, VDR, VEGFA, VIM, XIAP, XRCC1"
3398,376.8,C1COC2(N1CC(=O)N(C3=C2C=C(C=C3)Cl)CCO)C4=CC=CC=C4F,WMFSSTNVXWNLKI-UHFFFAOYSA-N,2.2,Linifanib (ABT-869),"ALK, AURKB, AXL, BLK, BRSK1, CAMK1, CAMK2B, CAMK2D, CAMK2G, CDK19, CDK8, CLK4, CSF1R, CSNK1D, CSNK1G1, CSNK1G2, CSNK2A1, DYRK3, EPHA2, FER, FES, FGFR3, FLT1, FLT3, FLT4, FRK, HIPK2, HIPK4, INSR, IRAK1, IRAK4, KDR, KIT, LTK, LYN, MAP2K2, MAP3K20, MAP4K2, MAP4K5, MAPK13, MAPK14, MAPK9, MARK2, MELK, MET, MINK1, MKNK2, MST1R, NTRK2, NTRK3, PBK, PDGFRA, PDGFRB, PLK3, PLK4, PRKG1, PTK2, RET, ROCK1, ROCK2, RPS6KA4, RPS6KA5, RPS6KB1, SLK, SRC, SRMS, SRPK1, TAOK1, TEK, YES1"
9951490,374.5,C1=CC=C(C(=C1)N)SC(=C(C#N)C2=CC=CC(=C2)C(C3=CC=NC=C3)O)N,NHBMKTBZZSJUGA-HEHNFIMWSA-N,2.5,MEK1/2 Inhibitor,"AHR, CYP3A4, MAP2K1, MAP2K2, MAPK1, MAPK3"
104937,570.6,CC1(C(C2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,IIQIEMHSDLLZQA-QZPVEUDVSA-N,4.7,Midostaurin,"PRKCA, KDR, PDGFRA, PDGFRB, FLT3, KIT"
11667893,373.5,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,RAHBGWKEPAQNFF-UHFFFAOYSA-N,3.9,Motesanib (AMG-706),"EGFR, FGFR1, FLT4, FLT1, KDR, KIT, MAPK14, PDGFRA, PDGFRB, RET, SRC, YES1"
13925917,273.4,CC1(CC2=C(C(=O)C1)SC(=NC3=CC=CC=C3)O2)C,XFSSJIQCIPSBHJ-UHFFFAOYSA-N,3.8,NF-kB Activation Inhibitor,"CCND1, IL18, IL1B, IL6, MMP9, RELA, TNF, VEGFA, XIAP"
2051,315.75,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,GFNNBHLJANVSQV-UHFFFAOYSA-N,4,PD153035,"AKT1, AQP3, BIRC5, CBL, CDK1, CDKN1A, CXCL8, CYP19A1, CYP1A2, CYP2C19, CYP2C9, CYP3A4, DNMT3A, EGF, EGFR, FOXA1, GAST, GATA3, HRAS, ICAM1, JAK2, KRT1, KRT13, KRT14, KRT16, KRT5, KRT6A, KRT6B, KRT6C, MAP2K1, MAP2K2, MAPK1, MAPK3, MIR21, MRAS, NFKB1, NFKBIA, NTS, PARP1, PLA2G4A, PPARG, PRKCA, PTGS2, PTHLH, RAF1, RARB, RB1, RECK, RELA, SPRY2, SRC, STAT3, TFAP2A, TGIF1, TNF, TP63, TRIM29, VCAM1"
4713,267.28,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,QFWCYNPOPKQOKV-UHFFFAOYSA-N,2.9,PD98059,"ABCC2, ABCG2, ABL1, ACAT1, ACO1, ADM, AGT, AHR, AIFM1, AKT1, ALPI, ALPL, APP, AQP1, AQP3, AR, ARC, ARNT, ATAD5, ATF1, ATF2, ATF3, ATG12, ATG14, ATG5, ATM, ATP1A1, AURKB, BACE1, BAD, BAX, BCL2, BCL2L1, BDNF, BECN1, BGLAP, BIRC5, BRCA1, BSG, C5, CA9, CASP3, CASP7, CASP8, CASP9, CAT, CBR3, CCL2, CCL5, CCN1, CCN2, CCNB1, CCND1, CCNE1, CCR5, CD14, CD274, CD36, CD38, CD55, CD70, CDC25C, CDC6, CDH1, CDH2, CDH5, CDK1, CDK2, CDK4, CDKN1A, CDKN1B, CDKN2B, CEBPB, CFTR, CGB3, CGB5, CHEK2, CHI3L1, CHRNA4, CHRNB2, CLDN1, CLDN5, CNR1, CNTN1, COL1A1, COL1A2, CREB1, CREBBP, CRH, CRP, CSF2, CTNNB1, CX3CL1, CXCL14, CXCL2, CXCL8, CYCS, CYP11B1, CYP11B2, CYP17A1, CYP19A1, CYP1A1, CYP1A2, CYP1B1, CYP2C19, CYP2C9, CYP2D6, CYP2E1, CYP3A4, CYP7A1, DCT, DDIT3, DLG4, DSG1, DSPP, E2F4, EDN1, EDN2, EGF, EGFR, EGR1, EIF4E, EIF4G1, ELK1, EP300, EPAS1, ERBB2, ESR1, ESRRA, ESRRG, F3, FAS, FASLG, FCGR1A, FGF1, FGF2, FGF23, FGF5, FGF7, FGF9, FN1, FOS, FOXM1, FOXO3, GADD45A, GAST, GCLC, GDF15, GGT2P, GPER1, GREM1, GSK3B, GSTP1, H3-4, HAT1, HBEGF, HCAR2, HGF, HIF1A, HMOX1, HPGD, HRAS, HSD3B2, HSPA4, HSPB1, ICAM1, IFNG, IGF1, IL10, IL11, IL12A, IL12B, IL17A, IL18, IL1A, IL1B, IL2, IL24, IL6, INS, ITGAM, ITGB3, JUN, JUNB, KLF5, KLF6, KLK3, KNG1, KRAS, KRT1, KRT19, LCP2, LDHA, LDLR, LEP, LIF, LORICRIN, MAP1LC3B, MAP1LC3B2, MEK1, MAP2K1, MEK2, MAP2K2, MAP2K3, MAPK1, MAPK10, MAPK14, MAPK3, MAPK8, MAPK9, MAPT, MCL1, MCM6, MCM7, MDM2, MED1, MIR146A, MIR21, MIR22, MITF, MKNK1, MMP1, MMP12, MMP13, MMP14, MMP2, MMP3, MMP9, MTR, MUC2, MUC5AC, MYC, MYL9, MYLK, NCF1, NCOR1, NCOR2, NDUFS1, NDUFS4, NEUROD1, NFE2L2, NFKB1, NFKBIA, NGF, NKX3-1, NOS2, NOS3, NPC1, NQO1, NR4A1, NR5A1, NRG1, NTRK2, NUCB2, NUP153, NUP88, OCLN, OSM, OXT, OXTR, PARP1, PCNA, PCSK9, PDGFA, PDGFB, PDK1, PGR, PKM, PLA2G1B, PLA2G2A, PLA2G4A, PLA2G7, PLAC1, PLAUR, PLG, PMAIP1, POSTN, POU4F1, PPARG, PRF1, PRKCA, PRL, PRNP, PTEN, PTGS2, PTH, RAB9A, RAD51, RB1, RELA, RPS6, RPS6KA3, RPS6KA5, RPS6KB1, RUNX2, S100A4, SERPINE1, SFTPA1, SLC2A1, SLC2A4, SMN1, SMN2, SNAI1, SOD1, SOD2, SOST, SP7, SPP1, SQSTM1, SRC, SREBF2, SSB, STAR, STAT1, STAT3, STK39, STS, TFF1, TFF2, TFF3, TGFA, TGFB1, TGM2, THBD, THPO, THRB, TIMP1, TJP1, TLN1, TLR2, TLR4, TNF, TNFRSF10A, TNFRSF10B, TP53, TP53AIP1, TP73, TSC2, TYR, TYRP1, UGT1A1, VCAM1, VDR, VEGFA, VIM, VMP1, XIAP"
3311,248.27,CCSC(=NC1=CC=C(C=C1)C(F)(F)F)N,LCMOXIFARISMOH-UHFFFAOYSA-N,3.2,PI-103,"ABCB1, ABCC1, AKT1, BAK1, BAX, BBC3, BCL2, BCL2L1, BCL2L11, BID, CASP3, CA9, CASP3, CASP7, CASP8, CASP9, CLK4, DAPK3, EGF, H2AX, HIF1A, HIPK2, MAP2K1, MAP2K2, MAPK1, MAPK3, MCL1, MTOR, NOTCH1, PDK1, PDPK1, PIK3C2A, PIK3C2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R4, PIK3R5, PIK3R6, PIM3, PMAIP1, PRKDC, RPS6, TP53, XIAP"
4878,301.77,CC(C)(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)Cl)N,PBBRWFOVCUAONR-UHFFFAOYSA-N,3,PP2,"ABL1, ACAT1, ACVR1, ADRB1, AKT1, ALOX5, ARHGAP35, ARNT, BAD, BAX, BCL2, BIRC3, BMP2, BTK, CASP3, CAV1, CCNA2, CCND1, CDC25C, CDH1, CDK5, CDK8, CDKN1A, CDKN1B, CLK4, CSF1, CSNK1A1, CTNNB1, CTSD, CXCL8, CYP1A1, CYP1A2, CYP2C19, DAPK3, EGF, EGFR, ESR1, ESRRA, FGR, FOS, FOXO3, FYN, HCK, HIF1A, HOXA7, ICAM1, IGF1R, IQGAP1, IRF7, ITGAM, ITGAV, ITGB3, JUN, KDR, KMT2A, KRT14, KRT18, L1CAM, LCK, LYN, MAP2K1, MAP2K2, MAP2K6, MAP3K5, MAPK1, MAPK10, MAPK14, MAPK3, MAPK8, MAPK9, MELK, MIF, MIR21, MMP2, MMP9, MYC, MYLK, NCF1, NCOR1, NCOR2, NFE2L2, NFKB1, NFKBIA, NOS3, P2RY1, PDGFRA, PDGFRB, PLCG2, PRKACA, PRKCD, PTGS2, PTK2, PXN, RELA, RHOA, RRM2, SERPINB2, SIK2, SMAD3, SNAI1, SNAI2, SNCA, SRC, STAT3, STAT5B, STS, TEC, TFF1, THRB, TNF, TNK2, TP53, TYMS, VCAM1, VDR, VEGFA, VIM, VMP1, PR"
44595079,445.5,CCS(=O)(=O)N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4CC4)C(=O)N,BGLPECHZZQDNCD-UHFFFAOYSA-N,1.9,PRT062070,"CSF1R, JAK1, JAK2, JAK3, MAP3K9, NUAK1, SYK, STK4, TYK2"
216467,467.9,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C,WVUNYSQLFKLYNI-UHFFFAOYSA-N,4.5,Pelitinib (EKB-569),"AKT1, BAX, BCL10, BCL2, BCL2L1, BCL3, BIRC5, BIRC2, EGFR, ERBB2, ERBB4, IKBKB, NAIP, NFKB1, NFKBIA, RELA, SP1"
3292,204.22,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,1,R406,"AKT1, BST2, COX1, CXCL10, FABP4, GLI1, IFI27, IFI35, IFIT1, IFIT3, IFITM1, IL1B, IRF7, IRF9, ISG15, KLHL31, MAPK1, MAPK3, MX1, MX2, OAS2, PRDM16, RSAD2, SDHA, SFRP5, SHH, SOCS3, STAT1, STAT3, SYK, TNF, UCP1"
11656518,518.4,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F,YABJJWZLRMPFSI-UHFFFAOYSA-N,5.4,RAF265 (CHIR-265),"BRAF, KDR, RAF1, YES1"
3275,325.4,CCN(CC)CCOC1=CC=CC=C1C(=O)CCC2=CC=CC=C2,OEGDFSLNGABBKJ-UHFFFAOYSA-N,4.2,Roscovitine (CYC-202),"AIFM1, BAX, BCL2, BIRC5, CASP3, CASP9, CCNA2, CCNB1, CCND1, CDK1, CDK2, CDK2/CycE, CDK5, CDK7, CDK9, CDKN1A, CSNK1D, CYCS, DIABLO, DYRK1A, EGR1, EP300, MCL1, PARP1, PLK1, POLR2A, RB1, RBL1, RNR2, SLBP, SLC3A2, SLC7A5, SMN1, SMN2, TOP1, TP53, XIAP"
5169,331.3,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,QHKYPYXTTXKZST-UHFFFAOYSA-N,3.7,SB-202190,"ABCB1, ACTA2, ADAM17, AGT, AKT1, ALB, ATF2, BAX, BCL2, BCL2L1, BDKRB1, BIRC5, BTRC, CASP3, CBX1, CCL11, CCL17, CCL2, CCL22, CCL26, CCNB1, CCND3, CCR2, CD14, CD44, CDC20, CDC27, CDK1, CDK8, CDKN1A, CEBPB, CHRNA5, CHRNA7, CLK4, CREB1, CSNK1A1, CSNK1E, CXCL8, CYGB, CYP1A1, CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP2E1, CYP3A4, DDIT3, DEFB4A, EGFR, EHMT2, ELAVL1, ERCC1, FAS, FASLG, FGF9, FOS, FOXP3, FRK, GAK, GDF15, GMNN, H2AX, HIF1A, HMOX1, HSD11B2, HSD17B10, ICAM1, IFNG, IGF1R, IL10, IL1A, IL1B, IL2, IL4, IL6, ITGAM, ITGB6, JUN, KLK3, MAD2L1, MAP4K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK14, MAPK3, MAPK8, MAPK9, MCL1, MMP1, MMP2, MMP3, MMP9, MPHOSPH8, MRTFA, NFE2L2, NFKBIA, NGFR, NOD1, NTRK2, NTRK3, PLA2G2A, PLA2G4A, PLAT, PLAU, PMAIP1, PPP2CA, PRKAA1, PRKACA, PRKD3, PTGS2, COX2, PTK6, RB1, RELA, RIPK2, ROS1, SIRT1, SP1, SQSTM1, STK36, TERT, TGFA, TGFB1, TNF, TNFRSF10A, TNFRSF10B, TNIK, TP53, TPP2, VEGFA, YES1"
176155,377.4,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,CDMGBJANTYXAIV-UHFFFAOYSA-N,3.2,SB-203580,"ABCC1, ABCC3, ACTA2, ADIPOQ, AGO2, AHR, AIFM1, AKT1, ALB, ALOX5, APOA1, APP, AQP1, ATF1, ATF2, ATF3, ATG5, BACE1, BAK1, BAX, BCL2, BECN1, BID, BIRC5, BMP2, BSG, CAMP, CASP1, CASP3, CASP6, CASP7, CASP8, CASP9, CAT, CAV1, CCL18, CCL2, CCL3, CCL4, CCL5, CCN2, CCNB1, CCND1, CCND3, CCR2, CD14, CD38, CD63, CD83, CD86, CDC25C, CDC6, CDH1, CDH5, CDK1, CDK6, CDKN1A, CDKN1B, CDKN2A, CEBPA, CEBPB, CEBPD, CES1, CES2, CGB3, CLDN1, CNN1, COL18A1, COL1A1, CREB1, CREBBP, CRH, CRP, CSF2, CSNK1A1, CSNK1D, CTNNB1, CX3CL1, CXCL1, CXCL2, CXCL8, CXCR2, CYCS, CYP1A1, CYP1A2, CYP27B1, CYP2C19, CYP2C9, CYP2E1, CYP3A4, DCT, DDIT3, DEFA1, DIO3, DUSP6, DEFA2, EDN1, EGF, EGR1, EIF4E, EIF4G1, ELK1, ERBB2, ERCC1, ESR1, ESR2, ETS1, EZR, F11R, F3, FADD, FANCD2, FAS, FASLG, FGF2, FLT4, FOS, FOXO3, FRK, GABPA, GADD45A, GCG, GCLC, GCLM, GDF15, GJA1, GLB1, GPX1, GSK3B, GSR, GSTP1, HBEGF, HIF1A, HMOX1, HSD17B10, HSPA5, HSPB1, HSPB2, ICAM1, IFNG, IGF2, IL10, IL11, IL12A, IL12B, IL13RA2, IL17A, IL18, IL1A, IL1B, IL1R1, IL2, IL27, IL4, IL6, INS, IRS1, ITGA2, ITGB6, JUN, JUNB, KLF5, KLF6, KRT1, KRT18, KRT8, LCK, LEP, LORICRIN, LRP1, LYZ, MAP2K6, MAP3K1, MAP4K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MAPKAPK2, MAPKAPK3, MAPT, MINK1, MIR143, MIR145, MIR328, MITF, MKNK1, MMP1, MMP13, MMP2, MMP25, MMP3, MMP9, MT3, MUC4, MUC5AC, MYOCD, NCF1, NEDD4, NFE2L2, NFKB1, NFKBIA, NLRP3, NOS2, NOS3, NOTCH1, NQO1, NR1H3, NR3C1, NRG1, OCLN, OSM, PARP1, PCNA, PDGFB, PDX1, PLA2G4A, PLA2G7, PLD1, PLD2, POU5F1, PPARD, PRDX2, PRKAA1, PRKD2, PSEN1, PTEN, PTGS2, COX2, RAD51, RB1, RBM4, RBPJ, RELA, RPS6KA5, S100A4, SELE, SERPINH1, SESN2, SIK2, SIRT1, SLK, SMAD3, SNAI1, SNAI2, SOD2, SOX9, SP1, SRF, SRRT, SSB, STAR, STAT1, STAT3, STS, SULT1A1, TERT, TFF1, TFF2, TFF3, TGFB1, TGFB2, THBS1, TIMP1, TIMP2, TJP1, TNF, TNFAIP6, TNFRSF10B, TNFRSF11B, TNFSF10, TP53, TPP2, TWIST1, TYMP, TYR, TYRP1, UGT1A1, VASP, VCAM1, VEGFA, VIM, XIAP, YES1, ZFP36, "
